"Word";"Phonetics";"DateEntryWord";"Definition";"RandomNumber";"CounterWords";"CumulWord";"Transl_F";"TypeOfWord";"Sentence";"DateSource";"TitleOfArticle";"Content";"Source"
"shed";" ";1.5.1996 00:00:00;" ";145;0;0;"(gen) abri; (large, open-sided; Rail, Agric etc) hangar";"adjectif";"Take two cows. One is a marvel of high-tech farming. It lolls in the straw in a giant shed at a farm-research centre outside London. Once a year it has antibiotics inserted up its teats.";20.4.1996 00:00:00;"Science and technology
Growing pains";"modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"teat";" ";1.5.1996 00:00:00;" ";0;0;0;"[animal] t�tine, tette; [woman] mamelon, bout de sein";"adjectif";"Take two cows. One is a marvel of high-tech farming. It lolls in the straw in a giant shed at a farm-research centre outside London. Once a year it has antibiotics inserted up its teats.";20.4.1996 00:00:00;"Science and technology
Growing pains";"modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"to loll";" ";1.5.1996 00:00:00;" ";290;0;0;"vi [person] se pr�lasser; [head] pendre";"adjectif";"Take two cows. One is a marvel of high-tech farming. It lolls in the straw in a giant shed at a farm-research centre outside London. Once a year it has antibiotics inserted up its teats.";20.4.1996 00:00:00;"Science and technology
Growing pains";"modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"to chew the cud";" ";1.5.1996 00:00:00;" ";187;0;0;"ruminer";"adjectif";"The other cow, nonchalantly chewing the cud on an organic farm in Oxfordshire, is surrounded by a circle of admirers. This cow was sired by a live bull, not a pipette.";20.4.1996 00:00:00;"Science and technology
Growing pains";" modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"to sire";" ";1.5.1996 00:00:00;" ";0;0;0;"vt. engendrer";"adjectif";"The other cow, nonchalantly chewing the cud on an organic farm in Oxfordshire, is surrounded by a circle of admirers. This cow was sired by a live bull, not a pipette.";20.4.1996 00:00:00;"Science and technology
Growing pains";" modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"pundit";" ";1.5.1996 00:00:00;" ";502;0;0;"(iron) expert, pontife";"adjectif";"In the 1970s, when world food prices last reached a peak, many pundits argued that mass starvation was imminent because the world�s population was growing so fast.";20.4.1996 00:00:00;"Science and technology
Growing pains";;"The Economist"
"to atone for";"d";7.5.1996 00:00:00;"make repayment for; make amends (to) (for) (qv)";1;0;0;;"adjectif";"Im December Kyosuke Shinozawa, Japan�s top finance official, stepped down to atone for past mistakes. There has even been talk of stripping Japan�s most powerful ministry of some of its regulatory responsabilities.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"to strip";" ";7.5.1996 00:00:00;" ";1;0;0;"vt. (remove everything from) person, d�shabiller, d�v�tir
(deprive etc) person, object d�pouiller (of de)";"adjectif";"Im December Kyosuke Shinozawa, Japan�s top finance official, stepped down to atone for past mistakes. There has even been talk of stripping Japan�s most powerful ministry of some of its regulatory responsabilities.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"barren";" ";1.5.1996 00:00:00;" ";0;0;0;"adj land st�rile, improductif; (dry) aride
(fig) (lacking content) st�rile";"adjectif";"They failed to take account of the ""green revolution"" in farm productivity. Farmers throughout the world began to apply pesticides and fertilisers to their crops. Irrigation allowed barren lands to bloom. Scientists devised more productive strains of cere";20.4.1996 00:00:00;"Science and technology
Growing pains";"modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"strain (1)";;1.5.1996 00:00:00;" ";408;0;0;"(breed, lineage) race, lign�e; [animal etc] race";"adjectif";"They failed to take account of the ""green revolution"" in farm productivity. Farmers throughout the world began to apply pesticides and fertilisers to their crops. Irrigation allowed barren lands to bloom. Scientists devised more productive strains of cere";20.4.1996 00:00:00;"Science and technology
Growing pains";"modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"to bloom";" ";1.5.1996 00:00:00;" ";0;0;0;"vi [flower] �clore; [tree] fleurir; [person] �tre florissant";"adjectif";"They failed to take account of the ""green revolution"" in farm productivity. Farmers throughout the world began to apply pesticides and fertilisers to their crops. Irrigation allowed barren lands to bloom. Scientists devised more productive strains of cere";20.4.1996 00:00:00;"Science and technology
Growing pains";"modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"backlash";" ";7.5.1996 00:00:00;" ";1;0;1;;"adjectif";"When it comes to banking, however, politicians everywhere seem especially reluctant to let the industry�s flagships fail.
Why? One reason is that governments fear the political backlash that the failure of a big bank would cause.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"flagship";" ";7.5.1996 00:00:00;" ";1;0;0;"(Naut) vaisseau amiral
(Comm) produit vedette";"adjectif";"When it comes to banking, however, politicians everywhere seem especially reluctant to let the industry�s flagships fail.
Why? One reason is that governments fear the political backlash that the failure of a big bank would cause.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"to castigate";"vu";2.5.1996 00:00:00;" ";558;0;0;"vt person ch�tier (liter), corriger, punir; 
theory, vice fustiger (liter)";"adjectif";"In France, a parliamentary report on the Cr�dit Lyonnais affair scolded watchdogs for allowing the bank�s problems to grow. And in Japan, the country�s finance ministry, which oversees banks, has also been castigated for letting them get out of control.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"to scold";"d";2.5.1996 00:00:00;;700;0;0;" ";"adjectif";"In France, a parliamentary report on the Cr�dit Lyonnais affair scolded watchdogs for allowing the bank�s problems to grow. And in Japan, the country�s finance ministry, which oversees banks, has also been castigated for letting them get out of control.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"to boil down to";"d";20.4.1994 00:00:00;" (may) be summarized, or stated in outline, as; summarize, state in outline, as";642;0;1;"vi [jam etc] se r�duire
(fig) se ramener, revenir (to,�)
Tout cela revient absolument au m�me";"adjectif";"A lot of the suspicions that surround intensive-farming techniques boil down to a distrust of technology in general. For example, many consumers take fright if they learn that their food has been irradiated with gamma rays, or that their beef has been rea";20.4.1996 00:00:00;"Science and technology
Growing pains";"modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"to scoff at";"d";1.5.1996 00:00:00;;700;0;0;" ";"adjectif";"A lot of the suspicions that surround intensive-farming techniques boil down to a distrust of technology in general. For example, many consumers take fright if they learn that their food has been irradiated with gamma rays, or that their beef has been rea";20.4.1996 00:00:00;"Science and technology
Growing pains";"modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"to take fright";" ";1.5.1996 00:00:00;" ";0;0;0;"prendre peur, s�effrayer (de at)";"adjectif";"A lot of the suspicions that surround intensive-farming techniques boil down to a distrust of technology in general. For example, many consumers take fright if they learn that their food has been irradiated with gamma rays, or that their beef has been rea";20.4.1996 00:00:00;"Science and technology
Growing pains";"modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"dud*";"vu";2.5.1996 00:00:00;" ";558;0;0;"object, tool mal fichu*, � la noix
cheque sans provision";"adjectif";"The French are still waiting to see whether they will have to pay even more for the rescue of Cr�dit Lyonnais, which last year spun off FF 135 billion-worth of its dud assets into a new company whose losses will be covered by the state.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"to spin off";" ";2.5.1996 00:00:00;" ";583;0;0;;"adjectif";"The French are still waiting to see whether they will have to pay even more for the rescue of Cr�dit Lyonnais, which last year spun off FF 135 billion-worth of its dud assets into a new company whose losses will be covered by the state.";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"ploy*";" ";1.5.1996 00:00:00;" ";0;0;0;"stratag�me, truc (to do pour faire)";"adjectif";"The European Union, for example, bans the use of growth hormones, ostensibly to maintain ""consumer confidence"" in beef. American farmers- who are allowed to use such hormones- say this is a ploy to keep their beef out of the European market.";20.4.1996 00:00:00;"Science and technology
Growing pains";"modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"water table";" ";1.5.1996 00:00:00;" ";0;0;0;"(Geol) niveau hydrostatique";"adjectif";"Elsewhere, the huge amount of water needed for irrigation has led to worries about scarcity, and even to fears of future wars over water. In parts of southern India, water tables are estimated to have fallen by as much as 25-30 metres in a decade.";20.4.1996 00:00:00;"Science and technology
Growing pains";"modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"run-off";" ";1.5.1996 00:00:00;" ";0;0;0;"( la course �)";"adjectif";"Governments in many rich countries are trying harder to enforce regulations on the run-off of fertilisers from farms.";20.4.1996 00:00:00;"Science and technology
Growing pains";"modern farming technology frightens many people. But life could be even more frightening without it.";"The Economist"
"binge**";"vu";2.5.1996 00:00:00;" ";673;0;0;"bringue**";"adjectif";"Since the Bretton Woods system of fixed exchange rates was abandoned in the early 1970s, the banking industry seems to have jumped from one drama to another, including the Latin American debt crisis and, more recently, a property-related lending binge tha";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
"chunk";" ";2.5.1996 00:00:00;" ";355;0;0;"[wood, metal, dough etc] gros morceau";"adjectif";"Since the Bretton Woods system of fixed exchange rates was abandoned in the early 1970s, the banking industry seems to have jumped from one drama to another, including the Latin American debt crisis and, more recently, a property-related lending binge tha";27.4.1996 00:00:00;"International banking: coping with the ups and downs";;"The Economist"
